Gen_ACCESSCMT	Gen_COMMENTS	s_Generation	s_GUID	s_Lineage	ACCESSION	PARA_SPEC	PARA_GENUS	HOST_SPEC	HOST_GENUS	CLASS	BODY_LOC	HOSTTAXON	ORIGFLDNO	MUSEUMNO	FIXATIVE	STAINS	MOUNTANT	LOCAL_GEO	LOCAL_POL	LOCAL_MAP	LATDEG	LATMIN	LATSEC	LATDIR	LONGDEG	LONGMIN	LONGSEC	LONGDIR	TYPE_STAT	STORAGE_NO	COLLECTOR	COLL_DATE	IDENTIFIER	IDENT_DATE	DONOR	BORROWER	LOAN_DATE	Create_D	STAGE	SEX	COMMENTS	ACCESSCMT
1	1	1	{AAD24C42-8A0C-11D2-A88F-0080296707ED}		26965	CELLULOSAE  =SOLIUM	CYSTICERCUS  =TAENIA	SCROFA DOMESTICA	SUS	CESTODA	MUSCLE; TONGUE; LIVER; LUNG		MCHall-19		Formalin			CENTRAL AMERICA	PANAMA,PENONOME										VOUCHER	2347-A	HALL, M C	9-Jun-26	PRICE, E W	4-Dec-26		0					1 vial, voucher.  Original no.19.	
1	1	1	{AAD24C82-8A0C-11D2-A88F-0080296707ED}		27028	CELLULOSAE  =SOLIUM	CYSTICERCUS  =TAENIA	SCROFA DOMESTICA	SUS	CESTODA	MUSCLES; TONGUE							CENTRAL AMERICA	NICARAGUA,LEON										VOUCHER	2351-D	HALL, M C; AUGUSTINE, D L	1-Aug-26	HALL, M C	16-Jun-27		0					1 vial, voucher.  Original #91.	
1	1	1	{AAD2551D-8A0C-11D2-A88F-0080296707ED}		29150	CELLULOSAE  =SOLIUM	CYSTICERCUS  =TAENIA	SCROFA DOMESTICA	SUS	CESTODA	MUSCLE							NORTH AMERICA	USA,MO,ST. LOUIS										VOUCHER	SH39-24	POTE	14-Jun-30	ALICATA, J E	18-Jun-30		0					1 vial, voucher.  Found in ham.	
1	1	1	{AAD2551E-8A0C-11D2-A88F-0080296707ED}		29151	CELLULOSAE  =SOLIUM	CYSTICERCUS  =TAENIA	SCROFA DOMESTICA	SUS	CESTODA	MUSCLE							NORTH AMERICA	USA,MO,ST. LOUIS										VOUCHER	332-3	POTE	14-Jun-30	ALICATA, J E	18-Jun-30		0					1 slide, voucher.  Found in ham.	
1	1	1	{AAD24DE6-8A0C-11D2-A88F-0080296707ED}		27365.01	CERATOSA (=LUNATA)	ZYGOCOTYLE	DELICATA	GALLINAGO	DIGENEA	INTESTINE							NORTH AMERICA	USA,TX,WELLBORN										VOUCHER	474-18; 2281-C	PRICE, E W	5-Nov-21	PRICE, E W	24-Sep-26		0					1 slide, 1 vial, vouchers.	
1	1	1	{AAD24DEA-8A0C-11D2-A88F-0080296707ED}		27367.01	CERATOSA (=LUNATA)	ZYGOCOTYLE	CAROLINENSE	NETTION	DIGENEA	INTESTINE							NORTH AMERICA	USA,TX,WELLBORN										VOUCHER	474-14; 2281-E	PRICE, E W	15-Nov-21	PRICE, E W	24-Sep-26		0					1 slide, 1 vial, vouchers.	
1	1	1	{AAD2AE83-8A0C-11D2-A88F-0080296707ED}		51865	CERATOSA (=LUNATA)	ZYGOCOTYLE	PLATYRHYNCHOS	ANAS	DIGENEA	INTESTINE		HBWard-16.109			Carmine	Canada balsam		USA,NE,Rock Co										TYPE	587-18	STUNKARD, Horace W		STUNKARD, Horace W	1916		0					sp. n., 1 slide, Type.  HBWard-16.109.  Pub Stunkard, 1917, Ill Biol Monogr 3(3): 1-114. (Stunkard's slide label lists no host and gives locality as Urbana, IL.).  In his thesis Stunkard (1916) called the Z. ceratosa.  In 1917 (Ill Biol Monogr.) he synomizes it under Z. lunata.	
1	1	1	{AAD21B8A-8A0C-11D2-A88F-0080296707ED}		1998	CERNUUS  =TRIGONOCEPHALUM	UNCINARIA  =BUNOSTOMUM	ARIES	OVIS	NEMATODA	INTESTINE							NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	128-A; SH16-3	HASSALL, A	24 MAR 1893	STILES, C W; HASSALL, A	06 AUG 1896		0					1 vial, vouchers.  Slide destroyed by B H Ransom 14 Nov 1912..	
1	1	1	{AAD21B8B-8A0C-11D2-A88F-0080296707ED}		1999	CERNUUS  =TRIGONOCEPHALUM	UNCINARIA  =BUNOSTOMUM	ARIES	OVIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	128-B	CURTICE, C	23 FEB 1889	CURTICE, C	06 AUG 1896		0					1 vial, vouchers.	
1	1	1	{AAD26256-8A0C-11D2-A88F-0080296707ED}		32561	CERVI  =MICROBOTHRIOIDES	PARAMPHISTOMUM	TAURUS	BOS	DIGENEA	ABO							NORTH AMERICA	USA,MT,OVANDO										VOUCHER	3140-A	SWANSON, L E	5-Aug-32	PRICE, E W	17-Aug-32		0					1 vial, vouchers.    2 slides lost in returned loan -O. Sey Dec 1980.	
1	1	1	{AAD26448-8A0C-11D2-A88F-0080296707ED}		33142	CERVI  =MICROBOTHRIOIDES	PARAMPHISTOMUM	TAURUS	BOS	DIGENEA	RUMEN							NORTH AMERICA	USA,VA,RICHMOND										VOUCHER	2988-A	MARSHALL	Mar-33	DIKMANS, G	2-Mar-33		0					1 vial, vouchers.  NOTE:  P. cervi is a European species only.  4 slides sections by AllenMcIntosh were  LOST IN RETURN MAIL-Loaned to O. Sey, 1980	
1	1	1	{AAD24D83-8A0C-11D2-A88F-0080296707ED}		27271	CERVU =MICROBOTHRIOIDES	PARAMPHISTOMUM	TAURUS	BOS	DIGENEA	RUMEN							NORTH AMERICA	USA,TX,HARRIS CO										VOUCHER	SH85-6-65/66; 2249-B	PRICE, E W	1923	PRICE, E W	6-Oct-26		0					2 slides (sections), 1 vial, vouchers.  Sections by Allen McIntosh.  NOTE  Paramphisomum. cervi  is a European species only according to Otto Sey.	
			{E853B800-AD22-11D5-B4AC-00B0D02BC4B2}		12407	CHERNA (=ERINACEUS)	TETRARHYNCHUS		EPINEPHELUS	ACANTHOCEPHALA	INTERMUSCULAR							CARIBBEAN	CUBA,HAVANA										VOUCHER	828-25	HOFFMAN, W H	14-Jul-28	STILES, C W	19-Jul-30		0		9/19/01			1 slide, vocuher.	
1	1	1	{AAD21A7D-8A0C-11D2-A88F-0080296707ED}		1732	COCHLEARE  =DUJONIS	OPISTHOTREMA	AMERICANUS	MANATUS   =TRICHEHUS	DIGENEA																			VOUCHER	10-1/25; 16-A			STILES, C W	1896		0					25 slides, 1 vial, vouchers.	
1	1	1	{AAD31567-8A0C-11D2-A88F-0080296707ED}		5782	COCHLEARE =DUJONIS	OPISTHOTREMA	AMERICANUS	MANATUS	DIGENEA																			VOUCHER	108-E	HASSALL COLLECTION		HASSALL, A	26 JAN 1897		0					1 vial, vouchers.	
1	1	1	{AAD22515-8A0C-11D2-A88F-0080296707ED}		5241	COCHLEARE =DUJONIS	OPISTHOTREMA	AMERICANUS	MANATUS	DIGENEA																			VOUCHER	104-10; M510-C	LEIDY COLLECTION		STILES, C W			0					1 slide, 1 vial, vouchers.	
1	1	1	{AAD21167-8A0C-11D2-A88F-0080296707ED}		8.01	COMPLEXUM   =COMPLEXUS	DICROCEOLIUM =PARAMETORCHIUS	CATUS DOMESTICA	FELIS	DIGENEA								NORTH AMERICA	USA,MD,BALTIMORE										SYNTYPES	69-24/25	HASSALL, A		STILES, C W; HASSALL, A	1894		0					sp. n., 2 slides, Cotypes=Syntypes.  Pub Stiles & Hassall, 1894, Vet. Magazine, June 1984, Avil Printing Co, Philadelphia.	
1	1	1	{AAD253C7-8A0C-11D2-A88F-0080296707ED}		28824	CONICUM  =MICROBOTHRIUM	PARAMPHISTOMUM			DIGENEA																			VOUCHER	468-3/12; 470-1/25						0					35 slides, vouchers.	
1	1	1	{AAD29B07-8A0C-11D2-A88F-0080296707ED}		47217.04	CONTORTUS =PLACEI	HAEMONCHUS	TAURUS	BOS	NEMATODA	ABO							NORTH AMERICA	USA,LA,JEANERETTE										VOUCHER	4291-C	REES, C W	1932	LICHTENFELS, J R; PILITT, P A	Jul-85		0					REDETERMINATION:  1 vial, vouchers.  See Lichtenfels et al, 1986, Proc Helm Soc Wash 53:94-101.    Also present:   O. ostertagia, T. axei, & Bunostomum phlebotomum.	
1	1	1	{AAD32B10-8A0C-11D2-A88F-0080296707ED}		18909.04	CORONATUM =CORONATUS	CYATHOSTOMUM =CORONOCYCLUS	CABALLUS	EQUUS	NEMATODA	LG INTESTINE							NORTH AMERICA	CANADA,MANITOBA										VOUCHER	1839-C	HADWEN, S	11-Jun-13	GARLOUGH, L M	19-Mar-18		0					ADDITIONAL SPECIES:  1 vial, voucher.  Also present: Cylicocyclus nasstus, Cylicostephanus calicatus & Cyathostomum catinatum.	
1	1	1	{AAD23FA0-8A0C-11D2-A88F-0080296707ED}		18883	CORONATUM =CORONATUS	CYATHOSTOMUM =CORONOCYCLUS	CABALLUS	EQUUS	NEMATODA	LG INTESTINE							NORTH AMERICA	CANADA,SASK,ROSTHERN										VOUCHER	1840-E	HADWEN, S	31-Aug-17	GARLOUGH, L N	11-Mar-18		0					1 vial, voucher.	
1	1	1	{AAD23FC1-8A0C-11D2-A88F-0080296707ED}		18916	CORONATUM =CORONATUS	CYATHOSTOMUM =CORONOCYCLUS	CABALLUS	EQUUS	NEMATODA	LG INTESTINE							NORTH AMERICA	CANADA,SASK,SASKATOON										VOUCHER	1942-C	HADWEN, S	21-Sep-17	GARLOUGH, L M	22-Mar-18		0					1 vial, voucher.	
1	1	1	{AAD23F94-8A0C-11D2-A88F-0080296707ED}		18871	CORONATUM=CORONATUS	CYATHOSTOMUM =CORONOCYCLUS	CABALLUS	EQUUS	NEMATODA	FECES							NORTH AMERICA	USA,IL,CHICAGO										VOUCHER	515-12	RAFFENSPERGER, H B	17-Sep-20	CRAM, E B	21-Sep-20		0					1 slide, voucher.	
			{CAEA3F0D-D8AC-435B-8A82-2674D2FF2BC9}		101554	CORTI =TRILOBA	DIPLOSTOMULUM =HYSTEROMORPHA	MELAS	AMIERUS	DIGENEA		Pisces: Siluriformes: Ictaluridae			Bouins	Haematein	Canada balsam	NORTH AMERICA	USA,ND,Grand Forks Co,English Coulee Watershed					N				W	VOUCHERS	298A-10/15	HOFFMAN, G L	28-Jun-55	HOFFMAN, G L		0	0		2/19/09	Metacercaria/e		6 slides, vouchers.  Collected 28-29 June 1959; 4 slides stained in haematein, 2  slides stained in Coelestin Blue-B, 7 June 1955.	
			{07B58074-81DD-43EE-84D1-B0B8B56436DC}		101555	CORTI =TRILOBA	DIPLOSTOMULUM =HYSTEROMORPHA	MELAS	AMIERUS	DIGENEA		Pisces: Siluriformes: Ictaluridae				Haemulum	Canada balsam	NORTH AMERICA	USA,ND,Leetown					N				W	VOUCHERS	298A-16/17	HOFFMAN, G L	8-Aug-56	HOFFMAN, G L		0	0		2/19/09	Metacercaria/e		2 slides, vouchers.	
1	1	1	{AAD21ACA-8A0C-11D2-A88F-0080296707ED}		1809	CRASSICOLLIS  =TAENIAEFORMIS	TAENIA	DOMESTICA	FELIS	CESTODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	55-A; SH16-8	STILES, C W	31 JUL 1891	STILES, C W			0					2 vials, vouchers.	
1	1	1	{AAD21ACB-8A0C-11D2-A88F-0080296707ED}		1810	CRASSICOLLIS  =TAENIAEFORMIS	TAENIA	DOMESTICA	FELIS	CESTODA																			VOUCHER	55-B	CONN, H W	1893	CONN, H W			0					1 vial, vouchers.	
1	1	1	{AAD21ACC-8A0C-11D2-A88F-0080296707ED}		1811	CRASSICOLLIS  =TAENIAEFORMIS	TAENIA	DECUMANUS	MUS	CESTODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	55-C	CURTICE, C	28 AUG 1886	CURTICE, C			0			Larva/e		1 vial, vouchers, larval stage.	
1	1	1	{AAD21AD9-8A0C-11D2-A88F-0080296707ED}		1824	CRASSICOLLIS  =TAENIAEFORMIS	TAENIA	ZIBETHICA	ONDATRA	CESTODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	9-3: 58-B	HASSALL, A	1893	STILES, C W; HASSALL, A	8-May-35		0			Larva		1 slide, 1 vial, voucher, larva.	
1	1	1	{AAD22CBE-8A0C-11D2-A88F-0080296707ED}		8461	CRASSIGULA =CRASSIGULUM	LEBOURIA =PACHYCREADIUM	CALAMUS	CALAMUS	DIGENEA	INTESTINE							NORTH AMERICA	USA,FL,DRY TORTUGAS										SYNTYPES	M327-19/20	LINTON, E	6-Jul-07	LINTON, E	1910		0					sp. n., 2 slides, Syntypes, whole mounts.  Pub, 1910, Carn Inst Wash Publ, 133: 1-98.  Manter, 1954 synonomized species under Pachycreadium crassigulum	
1	1	1	{AAD3350B-8A0C-11D2-A88F-0080296707ED}		3200	CRENATUS  =SUIS	TRICHOCEPHALUS  =TRICHURIS	SCROFA DOMESTICA	SUS	NEMATODA								NORTH AMERICA	USA,IA,CLARINDA										VOUCHER	M182-D	DAY, D, E J	01 DEC 1899	STILES, C W; HASSALL, A	25-Feb-01		0					1 vial, vouchers.	
1	1	1	{AAD22B95-8A0C-11D2-A88F-0080296707ED}		8173	CRUCIBULUM =ACULEATUM	PROSORHYNCHUS	CONGER	CONGER	DIGENEA	INTESTINE							NORTH AMERICA	USA,MA,WOODS HOLE										VOUCHER	M332-11	EDWARDS, V N	20-Sep-12	LINTON, E	1930		0					1 slide, voucher.   Syn of P. aculeatum.  See Linton, 1940, Proc USNM No. 3078, Smithsonian Institution 88:1-172.	
1	1	1	{AAD224C4-8A0C-11D2-A88F-0080296707ED}		5158	CUCUMERINA =CANINUM	TAENIA =DIPYLIDIUM	FAMILIARIS	CANIS	CESTODA								NORTH AMERICA	USA,AK										VOUCHER	M277-E	KANE, E R (Dr.)		LEIDY COLLECTION			0					1 vial, vouchers.	
1	1	1	{AAD225EF-8A0C-11D2-A88F-0080296707ED}		5453	CUCUMERINA =CANINUM	TAENIA =DIPYLIDIUM	FAMILIARIS	CANIS	CESTODA								NORTH AMERICA	USA,SC,ST. HELENA ISLAND										VOUCHERS	360-5; M199-E						0					1 slide, 1 vial, vouchers.  Also present 1 nematode -male.	
1	1	1	{AAD334CC-8A0C-11D2-A88F-0080296707ED}		3327	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										TYPE	103-D	PFENDER, C A	5-Feb-02	STILES, C W; HASSALL, A	15-May-02		0					1 vial, vouchers.	
1	1	1	{AAD219C1-8A0C-11D2-A88F-0080296707ED}		1549	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	330-C	SOMMER, H O	15 APR 1896	SOMMER, H O	1896		0					1 vial, vouchers.	
1	1	1	{AAD219C2-8A0C-11D2-A88F-0080296707ED}		1550	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	330-D	SOMMER, H O	16 APR 1896	SOMMER, H O	1896		0					1 vial, vouchers.	
1	1	1	{AAD219C3-8A0C-11D2-A88F-0080296707ED}		1551	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	330-E	SOMMER, H O	17 MAY 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219C6-8A0C-11D2-A88F-0080296707ED}		1554	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	329-C	SOMMER, H O	MAY 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD21993-8A0C-11D2-A88F-0080296707ED}		1504	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	131-B	HASSALL, A	FEB 1896	STILES, C W; HASSALL, A			0					1 vial, vouchers.	
1	1	1	{AAD219CC-8A0C-11D2-A88F-0080296707ED}		1560	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	328-D	SOMMER, H O	20 APR 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219CD-8A0C-11D2-A88F-0080296707ED}		1561	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	328-E	SOMMER, H O	20 APR 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219D1-8A0C-11D2-A88F-0080296707ED}		1565	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA	INTESTINE							NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	327-D	SOMMER, H O	18 APR 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219D2-8A0C-11D2-A88F-0080296707ED}		1566	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	327-E	SOMMER, H O	12 MAY 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219DA-8A0C-11D2-A88F-0080296707ED}		1574	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	326-B	SOMMER, H O	21 MAY 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219DB-8A0C-11D2-A88F-0080296707ED}		1575	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	326-C	SOMMER, H O	11 MAY 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219E1-8A0C-11D2-A88F-0080296707ED}		1581	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	273-A	SOMMER, H O	02 APR 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219E2-8A0C-11D2-A88F-0080296707ED}		1582	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	273-B	SOMMER, H O	10 APR 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219E5-8A0C-11D2-A88F-0080296707ED}		1585	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	273-E	SOMMER, H O	01 JUN 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219E6-8A0C-11D2-A88F-0080296707ED}		1586	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	274-A	SOMMER, H O	02 JUN 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219E7-8A0C-11D2-A88F-0080296707ED}		1587	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	274-B	SOMMER, H O	01 JUN 1896	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD219EC-8A0C-11D2-A88F-0080296707ED}		1592	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	316-A	SOMMER, H O	02 JUN 1895	SOMMER, H O	JUL 1896		0					1 vial, vouchers.	
1	1	1	{AAD21B97-8A0C-11D2-A88F-0080296707ED}		2010	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	132A	CURTICE, C	30 MAR 1887	CURTICE, C	06 AUG 1896		0					1 vial, vouchers.	
1	1	1	{AAD21E19-8A0C-11D2-A88F-0080296707ED}		2607	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA																			VOUCHER	Sh16-20			STILES, C W; HASSALL, A			0					1 vial, vouchers.	
1	1	1	{AAD21F76-8A0C-11D2-A88F-0080296707ED}		2961	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	155D	HASSALL, A	31 JAN 1898	STILES, C W; HASSALL, A	18 MAR 1898		0					1 vial, vouchers.	
1	1	1	{AAD21F78-8A0C-11D2-A88F-0080296707ED}		2963	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	156A	HASSALL, A	01 FEB 1898	STILES, C W; HASSALL, A			0					1 vial, vouchers.	
1	1	1	{AAD21F7A-8A0C-11D2-A88F-0080296707ED}		2965	DEPRESSIUSCULUS   =VULPIS	TRICHOCEPHALUS =TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	156C	HASSALL, A	03 FEB 1898	STILES, C W; HASSALL, A			0					1 vial, vouchers.	
1	1	1	{AAD23AE9-8A0C-11D2-A88F-0080296707ED}		17742	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM; COLON							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1621-D	HALL, M C	11-May-14	HALL, M C	11-May-14		0					1 vial, voucher.	
1	1	1	{AAD23C4A-8A0C-11D2-A88F-0080296707ED}		18083	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	FECES							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1728-E	FOSTER, W D	31-Jul-15	HALL, M C	31-Jul-15		0					1 vial, voucher.  Passed after treatment.	
1	1	1	{AAD23C52-8A0C-11D2-A88F-0080296707ED}		18091	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1730-A	HALL, M C; FOSTER, W D	2-Aug-15	HALL, M C	3-Aug-15		0					1 vial, voucher.	
1	1	1	{AAD23C61-8A0C-11D2-A88F-0080296707ED}		18106	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	FECES							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1735-B	FOSTER, W D	21-Aug-15	FOSTER, W D	21-Aug-15		0					1 vial, vouchers.  Passed in feces after treatment.	
1	1	1	{AAD23C62-8A0C-11D2-A88F-0080296707ED}		18107	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1735-C	FOSTER, W D	23-Aug-15	FOSTER, W D	23-Aug-15		0					1 vial, vouchers.  Recovered on Post mortem.	
1	1	1	{AAD23C64-8A0C-11D2-A88F-0080296707ED}		18109	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1735-E	FOSTER, W D	23-Aug-15	FOSTER, W D	1-Sep-15		0					1 vial, vouchers.	
1	1	1	{AAD23C69-8A0C-11D2-A88F-0080296707ED}		18114	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1736-E	FOSTER, W D	23-Aug-15	FOSTER, W D	23-Aug-15		0					1 vial, vouchers.  Experimental infection.	
1	1	1	{AAD23CC7-8A0C-11D2-A88F-0080296707ED}		18208	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	FECES							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1733-E	HALL, M C	20-Aug-15	HALL, M C	20-Aug-15		0					1 vial, vouchers.  Passed after treatment.	
1	1	1	{AAD23EFC-8A0C-11D2-A88F-0080296707ED}		18730	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1830-E	FOSTER, W D	Sep-17	FOSTER, W D	Sep-17		0					1 vial, voucher.	
1	1	1	{AAD23F0D-8A0C-11D2-A88F-0080296707ED}		18745	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1835-B	FOSTER, W D	28-Jun-18	FOSTER, W D	28-Jun-18		0					1 vial, voucher.	
1	1	1	{AAD24229-8A0C-11D2-A88F-0080296707ED}		24507	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							NORTH AMERICA	USA,MD,BETHESDA										VOUCHER	1932-D	WIGDOR, M	14-Sep-20	WIGDOR, M	14-Sep-20		0					1 vial, vouchers.	
1	1	1	{AAD24708-8A0C-11D2-A88F-0080296707ED}		25682	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							PACIFIC OCEAN	PHILIPPINES,LOS BANOS										VOUCHER	2077-A	DE JESUS, Z	24-Jul-22	SCHWARTZ, B	21-Sep-23		0					1 vial, voucher.	
1	1	1	{AAD244FA-8A0C-11D2-A88F-0080296707ED}		25191	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							NORTH AMERICA	USA,VT,WOODSTOCK										VOUCHER	2019-C	PULSIFER, W C	8-Sep-22	HALL, M C	9-Sep-22		0					1 vial, voucher.	
1	1	1	{AAD24640-8A0C-11D2-A88F-0080296707ED}		25486	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA								NORTH AMERICA	USA,WV,PARKERSBURG										VOUCHER	2125-B	LANG, R G	5-Nov-23	CHAPIN, E A	7-Nov-23		0					1 vial, voucher.	
1	1	1	{AAD24A72-8A0C-11D2-A88F-0080296707ED}		26506	DEPRESSIUSCULUS   =VULPIS	TRICHURIS	FAMILIARIS	CANIS	NEMATODA	CECUM							ASIA	VIETNAM,TONKIN										VOUCHER	2191-E	HOUDEMER, E		SCHWARTZ, B	12-May-25		0					1 vial, voucher.   Old locality Indochina.	
